																																				
Z=  	0.0000																																			
K  39	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.8691E-06	5.0215E-06	7.8636E-06	1.9288E-05	4.4045E-05	6.2997E-05	1.3047E-05	1.1768E-04	2.1971E-04	2.5718E-04	7.4599E-04	7.9928E-04	5.029E-04	4.59E-05	3.196E-03	4.3019E-03
K  40	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0196E-10	1.1388E-09	9.0974E-10	1.9639E-09	1.2968E-08	8.04E-09	9.9366E-10	1.0408E-08	1.8831E-08	2.1924E-08	3.119E-08	3.3418E-08	1.932E-08	1.618E-09	1.229E-08	1.6037E-08
K  41	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.3243E-07	3.5421E-07	8.0509E-07	1.7234E-06	9.466E-06	2.0768E-05	3.3875E-06	2.7967E-05	4.5234E-05	5.1575E-05	1.2618E-04	1.3519E-04	4.032E-04	1.947E-04	1.126E-03	1.453E-03
Ca 40	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3925E-03	2.918E-03	4.4089E-03	4.396E-03	6.2173E-03	2.4798E-02	1.7356E-02	3.7307E-02	1.488E-01	1.8974E-01	1.757E-01	1.8825E-01	1.319E+00	2.316E+00	2.752E+00	2.9051E+00
Ca 42	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.4925E-07	9.7653E-07	1.2283E-06	3.6241E-06	1.2832E-05	7.4613E-06	8.6206E-07	2.1676E-05	3.5268E-05	4.0259E-05	8.0056E-05	8.5774E-05	2.452E-05	7.254E-07	1.085E-03	1.4657E-03
Ca 43	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.3686E-08	6.4614E-08	4.9295E-08	3.3865E-08	7.4294E-08	1.5796E-08	1.932E-09	9.6511E-09	2.2835E-08	2.7676E-08	6.6297E-08	7.1033E-08	1.136E-08	2.025E-07	1.544E-03	2.086E-03
Ca 44	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.712E-06	1.6814E-05	2.205E-05	1.4464E-05	1.453E-05	9.7924E-06	5.4417E-06	8.7118E-06	1.8801E-05	2.2506E-05	2.6454E-05	2.8344E-05	2.037E-04	4.717E-04	9.011E-03	1.2009E-02
Ca 46	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.8515E-13	1.0687E-12	1.7607E-12	9.2707E-12	1.3007E-10	2.7795E-11	6.0487E-13	5.1989E-12	1.1659E-10	1.5749E-10	2.0184E-11	2.1626E-11	1.413E-12	4.228E-12	4.766E-08	6.4391E-08
Ca 48	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	8.2224E-16	1.5458E-17	4.2126E-14	4.1232E-16	4.3964E-16	1.2636E-11	3.547E-16	1.3019E-17	7.8584E-15	1.0739E-14	4.1074E-12	4.4008E-12	1.539E-16	2.751E-12	1.307E-14	0E+00
Sc 45	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.8361E-08	2.1194E-08	4.0312E-08	5.5388E-08	2.5532E-07	6.1634E-07	1.5101E-07	5.8135E-07	1.4197E-06	1.7276E-06	2.5639E-06	2.747E-06	7.492E-06	8.101E-06	6.597E-04	8.8846E-04
Ti 46	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	8.6724E-08	6.2779E-06	2.713E-06	4.0624E-06	5.9834E-06	3.1791E-06	5.2831E-07	1.0792E-05	1.5625E-05	1.74E-05	3.1591E-05	3.3847E-05	1.35E-05	9.282E-07	7.756E-04	1.0476E-03
Ti 47	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	3.7295E-08	8.7624E-06	3.8635E-06	5.3007E-06	4.2557E-06	5.9029E-08	3.8034E-08	9.2987E-08	1.2986E-07	1.434E-07	1.6334E-07	1.7501E-07	3.035E-07	3.49E-06	7.576E-04	1.0224E-03
Ti 48	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.9996E-05	6.3384E-05	8.3868E-05	7.6528E-05	8.8559E-05	1.5537E-04	1.805E-04	2.4497E-04	3.6649E-04	4.1111E-04	3.3087E-05	3.545E-05	6.251E-03	1.148E-02	1.316E-02	1.375E-02
Ti 49	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0334E-06	2.27E-06	3.3185E-06	2.9975E-06	3.9355E-06	7.0416E-06	8.8396E-06	1.2001E-05	2.8263E-05	3.4235E-05	3.9715E-06	4.2552E-06	1.89E-04	3.354E-04	6.297E-04	7.3302E-04
Ti 50	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	2.4584E-13	1.1807E-12	9.5517E-13	1.7164E-12	1.8314E-12	2.2393E-12	4.5877E-14	9.4133E-12	1.1734E-11	1.2586E-11	4.187E-12	4.4861E-12	4.479E-14	2.769E-12	1.593E-11	2.0551E-11
V  50	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0046E-12	1.3545E-11	1.0472E-11	4.6045E-11	1.3586E-10	1.17E-10	2.6422E-12	6.5284E-10	1.5838E-10	0E+00	9.5835E-11	1.0268E-10	3.071E-11	8.221E-12	5.282E-10	7.1075E-10
V  51	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	0E+00	1.0141E-06	1.6543E-05	1.0812E-05	1.2356E-05	1.1027E-05	9.0134E-06	1.0586E-05	1.7578E-05	3.115E-05	3.6134E-05	5.6375E-06	6.0402E-06	1.992E-04	1.308E-04	1.253E-03	1.647E-03
