    stg    jcma    nmlo     ndv            time           dtime            Mtot            Etot            Jtot            dMdt            frot          dens_c          temp_c           Rsurf           Lsurf            Teff            vrot           [N/H]            Gedd         gam_ave        mach_max            Brad           fconf           fbrak           eta_B       omgs[d-1]       omgc[d-1]            Lnuc             Lnu            Lrad
    308       2       6    1024    2.679004e+14    7.056636e+10    1.999118e+01   -3.666910e+50    0.000000e+00   -3.658000e-09    1.009000e+00    6.576000e+02    1.867000e+08    4.187000e+00    1.151000e+05    5.194000e+04    0.000000e+00   -4.370000e+01    3.852000e-01    1.492000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.823047e-321    4.210000e+38    2.567000e+36    4.407000e+38
    309       2       6    1024    2.679710e+14    7.062416e+10    1.999117e+01   -3.666376e+50    0.000000e+00   -3.659000e-09    1.009000e+00    6.585000e+02    1.868000e+08    4.188000e+00    1.152000e+05    5.193000e+04    0.000000e+00   -4.370000e+01    3.852000e-01    1.492000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.827987e-321    4.210000e+38    2.550000e+36    4.408000e+38
    310       2       6    1024    2.680416e+14    7.069316e+10    1.999117e+01   -3.665816e+50    0.000000e+00   -3.661000e-09    1.009000e+00    6.596000e+02    1.869000e+08    4.190000e+00    1.152000e+05    5.193000e+04    0.000000e+00   -4.369000e+01    3.853000e-01    1.492000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.837869e-321    4.211000e+38    2.533000e+36    4.409000e+38
    311       2       6    1024    2.681123e+14    7.066744e+10    1.999116e+01   -3.665220e+50    0.000000e+00   -3.664000e-09    1.009000e+00    6.605000e+02    1.871000e+08    4.191000e+00    1.152000e+05    5.192000e+04    0.000000e+00   -4.369000e+01    3.853000e-01    1.492000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.842809e-321    4.211000e+38    2.515000e+36    4.410000e+38
    312       2       6    1024    2.681830e+14    7.071772e+10    1.999115e+01   -3.664598e+50    0.000000e+00   -3.666000e-09    1.009000e+00    6.616000e+02    1.872000e+08    4.192000e+00    1.152000e+05    5.191000e+04    0.000000e+00   -4.369000e+01    3.854000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.847750e-321    4.211000e+38    2.499000e+36    4.410000e+38
    313       2       6    1024    2.682537e+14    7.079989e+10    1.999114e+01   -3.663952e+50    0.000000e+00   -3.668000e-09    1.009000e+00    6.626000e+02    1.873000e+08    4.194000e+00    1.152000e+05    5.190000e+04    0.000000e+00   -4.369000e+01    3.855000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.862572e-321    4.212000e+38    2.482000e+36    4.411000e+38
    314       2       6    1024    2.683245e+14    7.086845e+10    1.999113e+01   -3.663279e+50    0.000000e+00   -3.670000e-09    1.009000e+00    6.637000e+02    1.875000e+08    4.196000e+00    1.153000e+05    5.190000e+04    0.000000e+00   -4.369000e+01    3.855000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.877394e-321    4.212000e+38    2.465000e+36    4.412000e+38
    315       2       6    1024    2.683954e+14    7.082693e+10    1.999113e+01   -3.662570e+50    0.000000e+00   -3.673000e-09    1.009000e+00    6.648000e+02    1.876000e+08    4.197000e+00    1.153000e+05    5.189000e+04    0.000000e+00   -4.369000e+01    3.856000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.887275e-321    4.212000e+38    2.449000e+36    4.413000e+38
    316       2       6    1024    2.684662e+14    7.091172e+10    1.999112e+01   -3.661839e+50    0.000000e+00   -3.675000e-09    1.009000e+00    6.658000e+02    1.878000e+08    4.199000e+00    1.153000e+05    5.188000e+04    0.000000e+00   -4.369000e+01    3.857000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.897156e-321    4.213000e+38    2.433000e+36    4.414000e+38
    317       2       6    1024    2.685371e+14    7.099999e+10    1.999111e+01   -3.661088e+50    0.000000e+00   -3.678000e-09    1.009000e+00    6.670000e+02    1.879000e+08    4.201000e+00    1.153000e+05    5.187000e+04    0.000000e+00   -4.368000e+01    3.858000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.911978e-321    4.213000e+38    2.417000e+36    4.415000e+38
    318       2       6    1024    2.686081e+14    7.107717e+10    1.999110e+01   -3.660313e+50    0.000000e+00   -3.680000e-09    1.009000e+00    6.682000e+02    1.881000e+08    4.203000e+00    1.153000e+05    5.186000e+04    0.000000e+00   -4.368000e+01    3.858000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.926800e-321    4.214000e+38    2.401000e+36    4.415000e+38
    319       2       6    1024    2.686792e+14    7.104588e+10    1.999109e+01   -3.659501e+50    0.000000e+00   -3.683000e-09    1.009000e+00    6.692000e+02    1.882000e+08    4.205000e+00    1.154000e+05    5.185000e+04    0.000000e+00   -4.368000e+01    3.859000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.941622e-321    4.213000e+38    2.385000e+36    4.416000e+38
    320       2       6    1024    2.687502e+14    7.114123e+10    1.999108e+01   -3.658671e+50    0.000000e+00   -3.686000e-09    1.009000e+00    6.703000e+02    1.884000e+08    4.207000e+00    1.154000e+05    5.184000e+04    0.000000e+00   -4.368000e+01    3.860000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.956444e-321    4.214000e+38    2.369000e+36    4.417000e+38
    321       2       6    1024    2.688214e+14    7.124426e+10    1.999108e+01   -3.657824e+50    0.000000e+00   -3.689000e-09    1.009000e+00    6.715000e+02    1.885000e+08    4.209000e+00    1.154000e+05    5.183000e+04    0.000000e+00   -4.368000e+01    3.861000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.971266e-321    4.215000e+38    2.353000e+36    4.418000e+38
    322       2       6    1024    2.688926e+14    7.134081e+10    1.999107e+01   -3.656955e+50    0.000000e+00   -3.692000e-09    1.009000e+00    6.728000e+02    1.887000e+08    4.212000e+00    1.154000e+05    5.182000e+04    0.000000e+00   -4.368000e+01    3.862000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.986088e-321    4.215000e+38    2.338000e+36    4.419000e+38
    323       2       6    1024    2.689640e+14    7.131363e+10    1.999106e+01   -3.656049e+50    0.000000e+00   -3.695000e-09    1.009000e+00    6.739000e+02    1.888000e+08    4.214000e+00    1.155000e+05    5.181000e+04    0.000000e+00   -4.368000e+01    3.862000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.000910e-321    4.215000e+38    2.323000e+36    4.420000e+38
    324       2       6    1024    2.690353e+14    7.141468e+10    1.999105e+01   -3.655128e+50    0.000000e+00   -3.698000e-09    1.009000e+00    6.751000e+02    1.889000e+08    4.216000e+00    1.155000e+05    5.180000e+04    0.000000e+00   -4.368000e+01    3.863000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.015732e-321    4.216000e+38    2.307000e+36    4.421000e+38
    325       2       6    1024    2.691067e+14    7.154662e+10    1.999104e+01   -3.654193e+50    0.000000e+00   -3.701000e-09    1.009000e+00    6.764000e+02    1.891000e+08    4.219000e+00    1.155000e+05    5.178000e+04    0.000000e+00   -4.367000e+01    3.864000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.030554e-321    4.217000e+38    2.292000e+36    4.422000e+38
    326       2       6    1024    2.691782e+14    7.165426e+10    1.999103e+01   -3.653237e+50    0.000000e+00   -3.704000e-09    1.009000e+00    6.777000e+02    1.892000e+08    4.221000e+00    1.155000e+05    5.177000e+04    0.000000e+00   -4.367000e+01    3.865000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.045376e-321    4.217000e+38    2.277000e+36    4.423000e+38
    327       2       6    1024    2.692499e+14    7.163139e+10    1.999103e+01   -3.652245e+50    0.000000e+00   -3.707000e-09    1.009000e+00    6.789000e+02    1.894000e+08    4.224000e+00    1.156000e+05    5.176000e+04    0.000000e+00   -4.367000e+01    3.866000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.060198e-321    4.217000e+38    2.263000e+36    4.424000e+38
    328       2       6    1024    2.693215e+14    7.175556e+10    1.999102e+01   -3.651240e+50    0.000000e+00   -3.711000e-09    1.009000e+00    6.801000e+02    1.895000e+08    4.226000e+00    1.156000e+05    5.175000e+04    0.000000e+00   -4.367000e+01    3.867000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.075020e-321    4.218000e+38    2.248000e+36    4.425000e+38
    329       2       6    1024    2.693933e+14    7.188742e+10    1.999101e+01   -3.650223e+50    0.000000e+00   -3.714000e-09    1.009000e+00    6.814000e+02    1.897000e+08    4.229000e+00    1.156000e+05    5.173000e+04    0.000000e+00   -4.367000e+01    3.868000e-01    1.491000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.089842e-321    4.219000e+38    2.233000e+36    4.426000e+38
    330       2       6    1024    2.694652e+14    7.201021e+10    1.999100e+01   -3.649187e+50    0.000000e+00   -3.718000e-09    1.009000e+00    6.828000e+02    1.899000e+08    4.232000e+00    1.157000e+05    5.172000e+04    0.000000e+00   -4.367000e+01    3.869000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.104664e-321    4.219000e+38    2.219000e+36    4.427000e+38
    331       2       6    1024    2.695372e+14    7.203591e+10    1.999099e+01   -3.648115e+50    0.000000e+00   -3.721000e-09    1.009000e+00    6.841000e+02    1.900000e+08    4.235000e+00    1.157000e+05    5.171000e+04    0.000000e+00   -4.367000e+01    3.870000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.119486e-321    4.219000e+38    2.205000e+36    4.428000e+38
    332       2       6    1024    2.696092e+14    7.214741e+10    1.999098e+01   -3.647032e+50    0.000000e+00   -3.725000e-09    1.009000e+00    6.854000e+02    1.902000e+08    4.237000e+00    1.157000e+05    5.169000e+04    0.000000e+00   -4.367000e+01    3.871000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.134308e-321    4.220000e+38    2.190000e+36    4.430000e+38
    333       2       6    1024    2.696814e+14    7.230254e+10    1.999097e+01   -3.645938e+50    0.000000e+00   -3.728000e-09    1.009000e+00    6.868000e+02    1.903000e+08    4.240000e+00    1.157000e+05    5.168000e+04    0.000000e+00   -4.366000e+01    3.872000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.149130e-321    4.221000e+38    2.176000e+36    4.431000e+38
    334       2       6    1024    2.697537e+14    7.244955e+10    1.999097e+01   -3.644829e+50    0.000000e+00   -3.732000e-09    1.009000e+00    6.882000e+02    1.905000e+08    4.243000e+00    1.158000e+05    5.166000e+04    0.000000e+00   -4.366000e+01    3.873000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.168893e-321    4.222000e+38    2.162000e+36    4.432000e+38
    335       2       6    1024    2.698261e+14    7.251269e+10    1.999096e+01   -3.643692e+50    0.000000e+00   -3.736000e-09    1.009000e+00    6.896000e+02    1.906000e+08    4.246000e+00    1.158000e+05    5.165000e+04    0.000000e+00   -4.366000e+01    3.875000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.183714e-321    4.222000e+38    2.148000e+36    4.433000e+38
    336       2       6    1024    2.698986e+14    7.259966e+10    1.999095e+01   -3.642535e+50    0.000000e+00   -3.740000e-09    1.009000e+00    6.910000e+02    1.908000e+08    4.249000e+00    1.158000e+05    5.163000e+04    0.000000e+00   -4.366000e+01    3.876000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.198536e-321    4.222000e+38    2.135000e+36    4.434000e+38
    337       2       6    1024    2.699712e+14    7.276375e+10    1.999094e+01   -3.641370e+50    0.000000e+00   -3.744000e-09    1.009000e+00    6.924000e+02    1.910000e+08    4.253000e+00    1.159000e+05    5.162000e+04    0.000000e+00   -4.366000e+01    3.877000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.218299e-321    4.223000e+38    2.121000e+36    4.435000e+38
    338       2       6    1024    2.700440e+14    7.293426e+10    1.999093e+01   -3.640195e+50    0.000000e+00   -3.748000e-09    1.009000e+00    6.939000e+02    1.911000e+08    4.256000e+00    1.159000e+05    5.160000e+04    0.000000e+00   -4.366000e+01    3.878000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.238062e-321    4.224000e+38    2.107000e+36    4.437000e+38
    339       2       6    1024    2.701169e+14    7.309477e+10    1.999092e+01   -3.638997e+50    0.000000e+00   -3.752000e-09    1.009000e+00    6.955000e+02    1.913000e+08    4.259000e+00    1.159000e+05    5.158000e+04    0.000000e+00   -4.366000e+01    3.879000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.257824e-321    4.225000e+38    2.094000e+36    4.438000e+38
    340       2       6    1024    2.701900e+14    7.312381e+10    1.999091e+01   -3.637757e+50    0.000000e+00   -3.756000e-09    1.009000e+00    6.969000e+02    1.915000e+08    4.262000e+00    1.160000e+05    5.157000e+04    0.000000e+00   -4.366000e+01    3.880000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.277587e-321    4.225000e+38    2.081000e+36    4.439000e+38
    341       2       6    1024    2.702631e+14    7.329784e+10    1.999091e+01   -3.636507e+50    0.000000e+00   -3.760000e-09    1.009000e+00    6.984000e+02    1.916000e+08    4.266000e+00    1.160000e+05    5.155000e+04    0.000000e+00   -4.365000e+01    3.882000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.297350e-321    4.226000e+38    2.068000e+36    4.440000e+38
    342       2       6    1024    2.703364e+14    7.347896e+10    1.999090e+01   -3.635253e+50    0.000000e+00   -3.764000e-09    1.009000e+00    6.999000e+02    1.918000e+08    4.269000e+00    1.160000e+05    5.153000e+04    0.000000e+00   -4.365000e+01    3.883000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.317112e-321    4.227000e+38    2.054000e+36    4.442000e+38
    343       2       6    1024    2.704099e+14    7.367578e+10    1.999089e+01   -3.633987e+50    0.000000e+00   -3.768000e-09    1.009000e+00    7.016000e+02    1.920000e+08    4.273000e+00    1.161000e+05    5.152000e+04    0.000000e+00   -4.365000e+01    3.884000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.336875e-321    4.228000e+38    2.041000e+36    4.443000e+38
    344       2       6    1024    2.704836e+14    7.386642e+10    1.999088e+01   -3.632705e+50    0.000000e+00   -3.773000e-09    1.009000e+00    7.033000e+02    1.921000e+08    4.277000e+00    1.161000e+05    5.150000e+04    0.000000e+00   -4.365000e+01    3.886000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.356637e-321    4.229000e+38    2.029000e+36    4.444000e+38
    345       2       6    1024    2.705575e+14    7.390347e+10    1.999087e+01   -3.631381e+50    0.000000e+00   -3.777000e-09    1.009000e+00    7.048000e+02    1.923000e+08    4.280000e+00    1.161000e+05    5.148000e+04    0.000000e+00   -4.365000e+01    3.887000e-01    1.490000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.376400e-321    4.229000e+38    2.016000e+36    4.445000e+38
    346       2       6    1024    2.706314e+14    7.410298e+10    1.999086e+01   -3.630049e+50    0.000000e+00   -3.782000e-09    1.009000e+00    7.064000e+02    1.925000e+08    4.284000e+00    1.162000e+05    5.146000e+04    0.000000e+00   -4.365000e+01    3.888000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.396163e-321    4.230000e+38    2.003000e+36    4.447000e+38
    347       2       6    1024    2.707055e+14    7.433185e+10    1.999085e+01   -3.628714e+50    0.000000e+00   -3.786000e-09    1.009000e+00    7.080000e+02    1.927000e+08    4.288000e+00    1.162000e+05    5.144000e+04    0.000000e+00   -4.365000e+01    3.890000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.415925e-321    4.231000e+38    1.991000e+36    4.448000e+38
    348       2       6    1024    2.707798e+14    7.454365e+10    1.999084e+01   -3.627371e+50    0.000000e+00   -3.791000e-09    1.009000e+00    7.098000e+02    1.928000e+08    4.292000e+00    1.162000e+05    5.142000e+04    0.000000e+00   -4.365000e+01    3.891000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.435688e-321    4.232000e+38    1.978000e+36    4.450000e+38
    349       2       6    1024    2.708543e+14    7.477797e+10    1.999083e+01   -3.626012e+50    0.000000e+00   -3.795000e-09    1.009000e+00    7.116000e+02    1.930000e+08    4.296000e+00    1.163000e+05    5.140000e+04    0.000000e+00   -4.364000e+01    3.892000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.460391e-321    4.233000e+38    1.966000e+36    4.451000e+38
    350       2       6    1024    2.709291e+14    7.483027e+10    1.999083e+01   -3.624607e+50    0.000000e+00   -3.800000e-09    1.009000e+00    7.133000e+02    1.932000e+08    4.300000e+00    1.163000e+05    5.138000e+04    0.000000e+00   -4.364000e+01    3.894000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.480154e-321    4.233000e+38    1.954000e+36    4.452000e+38
    351       2       6    1024    2.710039e+14    7.505774e+10    1.999082e+01   -3.623192e+50    0.000000e+00   -3.805000e-09    1.009000e+00    7.150000e+02    1.934000e+08    4.304000e+00    1.163000e+05    5.136000e+04    0.000000e+00   -4.364000e+01    3.895000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.499917e-321    4.234000e+38    1.941000e+36    4.454000e+38
    352       2       6    1024    2.710790e+14    7.529972e+10    1.999081e+01   -3.621779e+50    0.000000e+00   -3.810000e-09    1.009000e+00    7.168000e+02    1.936000e+08    4.308000e+00    1.164000e+05    5.134000e+04    0.000000e+00   -4.364000e+01    3.897000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.519679e-321    4.235000e+38    1.929000e+36    4.455000e+38
    353       2       6    1024    2.711543e+14    7.556615e+10    1.999080e+01   -3.620359e+50    0.000000e+00   -3.815000e-09    1.009000e+00    7.186000e+02    1.937000e+08    4.312000e+00    1.164000e+05    5.132000e+04    0.000000e+00   -4.364000e+01    3.898000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.539442e-321    4.236000e+38    1.917000e+36    4.457000e+38
    354       2       6    1024    2.712299e+14    7.582384e+10    1.999079e+01   -3.618927e+50    0.000000e+00   -3.820000e-09    1.009000e+00    7.206000e+02    1.939000e+08    4.316000e+00    1.165000e+05    5.130000e+04    0.000000e+00   -4.364000e+01    3.899000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.559204e-321    4.237000e+38    1.906000e+36    4.458000e+38
    355       2       6    1024    2.713057e+14    7.592944e+10    1.999078e+01   -3.617446e+50    0.000000e+00   -3.825000e-09    1.009000e+00    7.224000e+02    1.941000e+08    4.320000e+00    1.165000e+05    5.128000e+04    0.000000e+00   -4.364000e+01    3.901000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.578967e-321    4.237000e+38    1.894000e+36    4.460000e+38
    356       2       6    1024    2.713816e+14    7.618660e+10    1.999077e+01   -3.615953e+50    0.000000e+00   -3.830000e-09    1.009000e+00    7.242000e+02    1.943000e+08    4.325000e+00    1.165000e+05    5.126000e+04    0.000000e+00   -4.364000e+01    3.903000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.603670e-321    4.238000e+38    1.882000e+36    4.461000e+38
    357       2       6    1024    2.714578e+14    7.645482e+10    1.999076e+01   -3.614462e+50    0.000000e+00   -3.835000e-09    1.009000e+00    7.261000e+02    1.945000e+08    4.329000e+00    1.166000e+05    5.124000e+04    0.000000e+00   -4.363000e+01    3.904000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.623433e-321    4.239000e+38    1.871000e+36    4.463000e+38
    358       2       6    1024    2.715343e+14    7.676972e+10    1.999075e+01   -3.612967e+50    0.000000e+00   -3.840000e-09    1.009000e+00    7.282000e+02    1.947000e+08    4.334000e+00    1.166000e+05    5.121000e+04    0.000000e+00   -4.363000e+01    3.906000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.643196e-321    4.241000e+38    1.859000e+36    4.464000e+38
    359       2       6    1024    2.716110e+14    7.707492e+10    1.999074e+01   -3.611464e+50    0.000000e+00   -3.846000e-09    1.009000e+00    7.303000e+02    1.949000e+08    4.338000e+00    1.167000e+05    5.119000e+04    0.000000e+00   -4.363000e+01    3.907000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.667899e-321    4.242000e+38    1.848000e+36    4.466000e+38
    360       2       6    1024    2.716881e+14    7.728666e+10    1.999073e+01   -3.609917e+50    0.000000e+00   -3.851000e-09    1.009000e+00    7.323000e+02    1.951000e+08    4.343000e+00    1.167000e+05    5.117000e+04    0.000000e+00   -4.363000e+01    3.909000e-01    1.489000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.687661e-321    4.242000e+38    1.837000e+36    4.467000e+38
    361       2       6    1024    2.717654e+14    7.752793e+10    1.999072e+01   -3.608352e+50    0.000000e+00   -3.857000e-09    1.009000e+00    7.343000e+02    1.953000e+08    4.348000e+00    1.167000e+05    5.114000e+04    0.000000e+00   -4.363000e+01    3.910000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.707424e-321    4.243000e+38    1.826000e+36    4.469000e+38
    362       2       6    1024    2.718429e+14    7.782832e+10    1.999071e+01   -3.606780e+50    0.000000e+00   -3.862000e-09    1.009000e+00    7.364000e+02    1.955000e+08    4.353000e+00    1.168000e+05    5.112000e+04    0.000000e+00   -4.363000e+01    3.912000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.727187e-321    4.244000e+38    1.815000e+36    4.470000e+38
    363       2       6    1024    2.719208e+14    7.817711e+10    1.999071e+01   -3.605208e+50    0.000000e+00   -3.868000e-09    1.009000e+00    7.385000e+02    1.957000e+08    4.357000e+00    1.168000e+05    5.110000e+04    0.000000e+00   -4.363000e+01    3.914000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.756831e-321    4.246000e+38    1.804000e+36    4.472000e+38
    364       2       6    1024    2.719989e+14    7.855188e+10    1.999070e+01   -3.603631e+50    0.000000e+00   -3.874000e-09    1.009000e+00    7.408000e+02    1.959000e+08    4.362000e+00    1.169000e+05    5.107000e+04    0.000000e+00   -4.363000e+01    3.916000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.796356e-321    4.247000e+38    1.793000e+36    4.474000e+38
    365       2       6    1024    2.720775e+14    7.894377e+10    1.999069e+01   -3.602046e+50    0.000000e+00   -3.879000e-09    1.009000e+00    7.432000e+02    1.962000e+08    4.367000e+00    1.169000e+05    5.105000e+04    0.000000e+00   -4.363000e+01    3.917000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.830940e-321    4.248000e+38    1.782000e+36    4.475000e+38
    366       2       6    1024    2.721564e+14    7.915855e+10    1.999068e+01   -3.600408e+50    0.000000e+00   -3.885000e-09    1.009000e+00    7.454000e+02    1.964000e+08    4.373000e+00    1.170000e+05    5.102000e+04    0.000000e+00   -4.362000e+01    3.919000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.860584e-321    4.249000e+38    1.772000e+36    4.477000e+38
    367       2       6    1024    2.722356e+14    7.950972e+10    1.999067e+01   -3.598755e+50    0.000000e+00   -3.891000e-09    1.009000e+00    7.476000e+02    1.966000e+08    4.378000e+00    1.170000e+05    5.100000e+04    0.000000e+00   -4.362000e+01    3.921000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.885288e-321    4.250000e+38    1.761000e+36    4.479000e+38
    368       2       6    1024    2.723151e+14    7.991312e+10    1.999066e+01   -3.597100e+50    0.000000e+00   -3.897000e-09    1.009000e+00    7.499000e+02    1.968000e+08    4.383000e+00    1.170000e+05    5.097000e+04    0.000000e+00   -4.362000e+01    3.923000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.919872e-321    4.251000e+38    1.751000e+36    4.481000e+38
    369       2       6    1024    2.723950e+14    8.033032e+10    1.999065e+01   -3.595447e+50    0.000000e+00   -3.903000e-09    1.009000e+00    7.523000e+02    1.970000e+08    4.388000e+00    1.171000e+05    5.095000e+04    0.000000e+00   -4.362000e+01    3.924000e-01    1.488000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.954457e-321    4.252000e+38    1.740000e+36    4.482000e+38
