    stg    jcma    nmlo     ndv            time           dtime            Mtot            Etot            Jtot            dMdt            frot          dens_c          temp_c           Rsurf           Lsurf            Teff            vrot           [N/H]            Gedd         gam_ave        mach_max            Brad           fconf           fbrak           eta_B       omgs[d-1]       omgc[d-1]            Lnuc             Lnu            Lrad
      1       0       0    1024    0.000000e+00    1.300000e+10    2.000000e+01   -4.998642e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.303000e+02    1.055000e+08    1.721000e+00    4.848000e+04    6.525000e+04    0.000000e+00   -4.579000e+01    2.141000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.669886e-321    1.600000e+38    1.514000e+35    1.856000e+38
      2       0       0    1024    0.000000e+00    1.690000e+10    2.000000e+01   -5.003054e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.307000e+02    1.056000e+08    1.722000e+00    4.870000e+04    6.531000e+04    0.000000e+00   -4.565000e+01    2.145000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.684708e-321    1.508000e+38    7.463000e+34    1.864000e+38
      3       0       0    1024    0.000000e+00    2.197000e+10    2.000000e+01   -5.009133e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.313000e+02    1.057000e+08    1.722000e+00    4.892000e+04    6.539000e+04    0.000000e+00   -4.554000e+01    2.150000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.704471e-321    1.495000e+38    4.980000e+34    1.873000e+38
      4       0       0    1024    0.000000e+00    2.856100e+10    2.000000e+01   -5.017102e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.320000e+02    1.059000e+08    1.720000e+00    4.907000e+04    6.547000e+04    0.000000e+00   -4.545000e+01    2.152000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.739055e-321    1.497000e+38    4.127000e+34    1.878000e+38
      5       0       0    1024    0.000000e+00    3.712930e+10    2.000000e+01   -5.027253e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.330000e+02    1.061000e+08    1.718000e+00    4.916000e+04    6.554000e+04    0.000000e+00   -4.538000e+01    2.153000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.773640e-321    1.508000e+38    4.002000e+34    1.882000e+38
      6       0       0    1024    0.000000e+00    4.826809e+10    2.000000e+01   -5.039917e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.341000e+02    1.064000e+08    1.715000e+00    4.924000e+04    6.563000e+04    0.000000e+00   -4.532000e+01    2.154000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.818106e-321    1.525000e+38    4.455000e+34    1.885000e+38
      7       0       0    1024    0.000000e+00    6.274852e+10    2.000000e+01   -5.055408e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.355000e+02    1.067000e+08    1.711000e+00    4.935000e+04    6.574000e+04    0.000000e+00   -4.527000e+01    2.155000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.882334e-321    1.549000e+38    5.584000e+34    1.889000e+38
      8       0       0    1024    0.000000e+00    8.157307e+10    2.000000e+01   -5.073853e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.372000e+02    1.071000e+08    1.707000e+00    4.949000e+04    6.587000e+04    0.000000e+00   -4.522000e+01    2.157000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.946563e-321    1.582000e+38    7.724000e+34    1.895000e+38
      9       0       0    1024    0.000000e+00    1.060450e+11    2.000000e+01   -5.094884e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.390000e+02    1.076000e+08    1.701000e+00    4.965000e+04    6.603000e+04    0.000000e+00   -4.518000e+01    2.158000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.025613e-321    1.624000e+38    1.157000e+35    1.900000e+38
     10       0       0    1024    0.000000e+00    1.378585e+11    2.000000e+01   -5.117028e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.409000e+02    1.081000e+08    1.695000e+00    4.976000e+04    6.619000e+04    0.000000e+00   -4.514000e+01    2.159000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.109605e-321    1.677000e+38    1.842000e+35    1.905000e+38
     11       0       0    1024    0.000000e+00    1.792160e+11    2.000000e+01   -5.136869e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.425000e+02    1.085000e+08    1.687000e+00    4.976000e+04    6.633000e+04    0.000000e+00   -4.510000e+01    2.157000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.178774e-321    1.743000e+38    3.028000e+35    1.905000e+38
     12       0       0    1024    0.000000e+00    2.329809e+11    2.000000e+01   -5.148537e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.433000e+02    1.088000e+08    1.681000e+00    4.958000e+04    6.640000e+04    0.000000e+00   -4.507000e+01    2.152000e-01    1.558000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.208418e-321    1.816000e+38    4.923000e+35    1.898000e+38
     13       0       0    1024    0.000000e+00    3.028751e+11    2.000000e+01   -5.145646e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.428000e+02    1.087000e+08    1.678000e+00    4.922000e+04    6.635000e+04    0.000000e+00   -4.504000e+01    2.144000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.178774e-321    1.882000e+38    7.410000e+35    1.884000e+38
     14       0       0    1024    0.000000e+00    3.937376e+11    2.000000e+01   -5.127392e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.411000e+02    1.084000e+08    1.679000e+00    4.881000e+04    6.618000e+04    0.000000e+00   -4.501000e+01    2.137000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   7.089842e-321    1.916000e+38    9.663000e+35    1.868000e+38
     15       0       0    1024    0.000000e+00    5.118589e+11    2.000000e+01   -5.101758e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.389000e+02    1.078000e+08    1.685000e+00    4.853000e+04    6.598000e+04    0.000000e+00   -4.498000e+01    2.133000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.991029e-321    1.911000e+38    1.087000e+36    1.858000e+38
     16       0       0    1024    0.000000e+00    6.654166e+11    2.000000e+01   -5.076905e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.370000e+02    1.074000e+08    1.692000e+00    4.845000e+04    6.580000e+04    0.000000e+00   -4.496000e+01    2.133000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.892216e-321    1.893000e+38    1.144000e+36    1.855000e+38
     17       0       0    1024    0.000000e+00    8.650416e+11    2.000000e+01   -5.053882e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.353000e+02    1.069000e+08    1.700000e+00    4.848000e+04    6.565000e+04    0.000000e+00   -4.493000e+01    2.136000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.808225e-321    1.881000e+38    1.212000e+36    1.856000e+38
     18       0       0    1024    0.000000e+00    1.124554e+12    2.000000e+01   -5.030814e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.338000e+02    1.065000e+08    1.709000e+00    4.854000e+04    6.551000e+04    0.000000e+00   -4.491000e+01    2.139000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.724233e-321    1.876000e+38    1.305000e+36    1.858000e+38
     19       1       0    1024    0.000000e+00    1.000000e+10    2.000000e+01   -5.007157e+50    0.000000e+00    0.000000e+00    0.000000e+00    1.323000e+02    1.062000e+08    1.718000e+00    4.862000e+04    6.536000e+04    0.000000e+00   -4.489000e+01    2.143000e-01    1.557000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.645183e-321    1.874000e+38    1.407000e+36    1.861000e+38
     20       1       6    1024    1.000000e+10    1.300000e+10    2.000000e+01   -5.009880e+50    0.000000e+00   -3.010000e-10    1.009000e+00    1.319000e+02    1.062000e+08    1.717000e+00    4.866000e+04    6.539000e+04    0.000000e+00   -4.488000e+01    2.143000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.600717e-321    1.700000e+38    7.126000e+35    1.863000e+38
     21       1       6    1024    2.300000e+10    1.690000e+10    2.000000e+01   -5.011754e+50    0.000000e+00   -3.011000e-10    1.009000e+00    1.321000e+02    1.062000e+08    1.717000e+00    4.868000e+04    6.540000e+04    0.000000e+00   -4.486000e+01    2.144000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.605658e-321    1.706000e+38    7.220000e+35    1.864000e+38
     22       1       6    1024    3.990000e+10    2.197000e+10    2.000000e+01   -5.014113e+50    0.000000e+00   -3.013000e-10    1.009000e+00    1.324000e+02    1.063000e+08    1.717000e+00    4.871000e+04    6.542000e+04    0.000000e+00   -4.483000e+01    2.144000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.615539e-321    1.712000e+38    7.302000e+35    1.865000e+38
     23       1       6    1024    6.187000e+10    2.856100e+10    2.000000e+01   -5.017053e+50    0.000000e+00   -3.014000e-10    1.009000e+00    1.327000e+02    1.064000e+08    1.716000e+00    4.876000e+04    6.544000e+04    0.000000e+00   -4.481000e+01    2.145000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.630361e-321    1.719000e+38    7.408000e+35    1.866000e+38
     24       1       6    1024    9.043100e+10    3.712930e+10    2.000000e+01   -5.020667e+50    0.000000e+00   -3.017000e-10    1.009000e+00    1.330000e+02    1.064000e+08    1.716000e+00    4.881000e+04    6.547000e+04    0.000000e+00   -4.480000e+01    2.146000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.650124e-321    1.729000e+38    7.549000e+35    1.868000e+38
     25       1       6    1024    1.275603e+11    4.826809e+10    2.000000e+01   -5.025027e+50    0.000000e+00   -3.020000e-10    1.009000e+00    1.334000e+02    1.065000e+08    1.715000e+00    4.888000e+04    6.550000e+04    0.000000e+00   -4.478000e+01    2.147000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.669886e-321    1.740000e+38    7.733000e+35    1.871000e+38
     26       1       6    1024    1.758284e+11    6.274852e+10    2.000000e+01   -5.030148e+50    0.000000e+00   -3.023000e-10    1.009000e+00    1.339000e+02    1.067000e+08    1.714000e+00    4.896000e+04    6.555000e+04    0.000000e+00   -4.476000e+01    2.148000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.704471e-321    1.755000e+38    7.975000e+35    1.874000e+38
     27       1       6    1024    2.385769e+11    8.157307e+10    2.000000e+01   -5.035914e+50    0.000000e+00   -3.026000e-10    1.009000e+00    1.344000e+02    1.068000e+08    1.713000e+00    4.904000e+04    6.560000e+04    0.000000e+00   -4.475000e+01    2.150000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.734115e-321    1.772000e+38    8.294000e+35    1.877000e+38
     28       1       6    1024    3.201500e+11    1.060450e+11    2.000000e+01   -5.041977e+50    0.000000e+00   -3.028000e-10    1.009000e+00    1.350000e+02    1.069000e+08    1.712000e+00    4.912000e+04    6.565000e+04    0.000000e+00   -4.473000e+01    2.151000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.763759e-321    1.793000e+38    8.711000e+35    1.880000e+38
     29       1       6    1024    4.261950e+11    1.378585e+11    2.000000e+01   -5.047602e+50    0.000000e+00   -3.027000e-10    1.009000e+00    1.355000e+02    1.071000e+08    1.710000e+00    4.918000e+04    6.569000e+04    0.000000e+00   -4.472000e+01    2.152000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.798343e-321    1.817000e+38    9.251000e+35    1.882000e+38
     30       1       6    1024    5.640535e+11    1.792160e+11    1.999999e+01   -5.051558e+50    0.000000e+00   -3.022000e-10    1.009000e+00    1.358000e+02    1.072000e+08    1.709000e+00    4.918000e+04    6.572000e+04    0.000000e+00   -4.470000e+01    2.151000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.818106e-321    1.842000e+38    9.930000e+35    1.883000e+38
     31       1       6    1024    7.432695e+11    2.329809e+11    1.999999e+01   -5.052231e+50    0.000000e+00   -3.014000e-10    1.009000e+00    1.358000e+02    1.072000e+08    1.708000e+00    4.912000e+04    6.573000e+04    0.000000e+00   -4.469000e+01    2.150000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.818106e-321    1.865000e+38    1.074000e+36    1.880000e+38
     32       1       6    1024    9.762504e+11    3.028751e+11    1.999999e+01   -5.048168e+50    0.000000e+00   -3.007000e-10    1.009000e+00    1.355000e+02    1.071000e+08    1.708000e+00    4.902000e+04    6.569000e+04    0.000000e+00   -4.468000e+01    2.148000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.798343e-321    1.883000e+38    1.161000e+36    1.876000e+38
     33       1       6    1024    1.279125e+12    3.937376e+11    1.999999e+01   -5.039011e+50    0.000000e+00   -3.005000e-10    1.009000e+00    1.348000e+02    1.070000e+08    1.710000e+00    4.891000e+04    6.562000e+04    0.000000e+00   -4.466000e+01    2.146000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.768699e-321    1.892000e+38    1.245000e+36    1.872000e+38
     34       1       6    1024    1.672863e+12    5.118589e+11    1.999998e+01   -5.025982e+50    0.000000e+00   -3.012000e-10    1.009000e+00    1.338000e+02    1.067000e+08    1.714000e+00    4.884000e+04    6.552000e+04    0.000000e+00   -4.465000e+01    2.146000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.734115e-321    1.894000e+38    1.316000e+36    1.870000e+38
     35       1       6    1024    2.184722e+12    6.654166e+11    1.999998e+01   -5.011071e+50    0.000000e+00   -3.029000e-10    1.009000e+00    1.328000e+02    1.065000e+08    1.719000e+00    4.884000e+04    6.542000e+04    0.000000e+00   -4.464000e+01    2.147000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.689649e-321    1.890000e+38    1.377000e+36    1.870000e+38
     36       1       6    1024    2.850139e+12    8.650416e+11    1.999997e+01   -4.995263e+50    0.000000e+00   -3.051000e-10    1.009000e+00    1.317000e+02    1.062000e+08    1.725000e+00    4.887000e+04    6.532000e+04    0.000000e+00   -4.463000e+01    2.150000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.645183e-321    1.887000e+38    1.441000e+36    1.871000e+38
     37       1       6    1024    3.715180e+12    1.124554e+12    1.999996e+01   -4.978272e+50    0.000000e+00   -3.078000e-10    1.009000e+00    1.307000e+02    1.059000e+08    1.731000e+00    4.894000e+04    6.522000e+04    0.000000e+00   -4.462000e+01    2.152000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.600717e-321    1.886000e+38    1.516000e+36    1.873000e+38
     38       1       6    1024    4.839734e+12    1.461920e+12    1.999995e+01   -4.959712e+50    0.000000e+00   -3.109000e-10    1.009000e+00    1.297000e+02    1.056000e+08    1.739000e+00    4.901000e+04    6.510000e+04    0.000000e+00   -4.461000e+01    2.156000e-01    1.557000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.551310e-321    1.887000e+38    1.604000e+36    1.876000e+38
     39       1       6    1024    6.301655e+12    1.900496e+12    1.999994e+01   -4.939220e+50    0.000000e+00   -3.145000e-10    1.009000e+00    1.286000e+02    1.053000e+08    1.747000e+00    4.912000e+04    6.498000e+04    0.000000e+00   -4.459000e+01    2.160000e-01    1.556000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.501904e-321    1.889000e+38    1.704000e+36    1.880000e+38
     40       1       6    1024    8.202151e+12    2.470645e+12    1.999992e+01   -4.916210e+50    0.000000e+00   -3.188000e-10    1.009000e+00    1.276000e+02    1.051000e+08    1.757000e+00    4.926000e+04    6.485000e+04    0.000000e+00   -4.458000e+01    2.165000e-01    1.556000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.462379e-321    1.894000e+38    1.819000e+36    1.886000e+38
     41       1       6    1024    1.067280e+13    3.208832e+12    1.999990e+01   -4.890206e+50    0.000000e+00   -3.242000e-10    1.009000e+00    1.267000e+02    1.048000e+08    1.768000e+00    4.944000e+04    6.470000e+04    0.000000e+00   -4.457000e+01    2.172000e-01    1.556000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.427794e-321    1.900000e+38    1.952000e+36    1.893000e+38
     42       1       6    1024    1.388163e+13    3.465147e+12    1.999986e+01   -4.860043e+50    0.000000e+00   -3.309000e-10    1.009000e+00    1.259000e+02    1.045000e+08    1.782000e+00    4.969000e+04    6.453000e+04    0.000000e+00   -4.456000e+01    2.180000e-01    1.556000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.393209e-321    1.910000e+38    2.109000e+36    1.902000e+38
     43       1       6    1024    1.734678e+13    4.504691e+12    1.999983e+01   -4.849808e+50    0.000000e+00   -3.364000e-10    1.009000e+00    1.260000e+02    1.046000e+08    1.789000e+00    5.003000e+04    6.450000e+04    0.000000e+00   -4.455000e+01    2.189000e-01    1.555000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.403091e-321    1.917000e+38    2.101000e+36    1.915000e+38
     44       1       6    1024    2.185147e+13    2.285995e+12    1.999978e+01   -4.779096e+50    0.000000e+00   -3.489000e-10    1.009000e+00    1.237000e+02    1.036000e+08    1.819000e+00    5.030000e+04    6.405000e+04    0.000000e+00   -4.454000e+01    2.202000e-01    1.555000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.299337e-321    1.945000e+38    2.666000e+36    1.925000e+38
     45       1       6    1024    2.413746e+13    1.047153e+12    1.999975e+01   -4.870673e+50    0.000000e+00   -3.453000e-10    1.009000e+00    1.280000e+02    1.057000e+08    1.791000e+00    5.098000e+04    6.477000e+04    0.000000e+00   -4.454000e+01    2.207000e-01    1.554000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.294396e-321    1.909000e+38    1.671000e+36    1.952000e+38
     46       1       6    1024    2.518461e+13    1.151949e+12    1.999974e+01   -4.834118e+50    0.000000e+00   -3.480000e-10    1.009000e+00    1.247000e+02    1.050000e+08    1.803000e+00    5.082000e+04    6.451000e+04    0.000000e+00   -4.453000e+01    2.207000e-01    1.554000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.131355e-321    1.982000e+38    2.474000e+36    1.945000e+38
     47       1       6    1024    2.633656e+13    1.497534e+12    1.999973e+01   -4.835746e+50    0.000000e+00   -3.506000e-10    1.009000e+00    1.252000e+02    1.051000e+08    1.805000e+00    5.104000e+04    6.455000e+04    0.000000e+00   -4.452000e+01    2.212000e-01    1.554000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.160999e-321    1.952000e+38    2.198000e+36    1.954000e+38
     48       1       6    1024    2.783410e+13    1.946795e+12    1.999971e+01   -4.809087e+50    0.000000e+00   -3.548000e-10    1.009000e+00    1.238000e+02    1.047000e+08    1.816000e+00    5.109000e+04    6.437000e+04    0.000000e+00   -4.451000e+01    2.216000e-01    1.554000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.086889e-321    1.974000e+38    2.482000e+36    1.956000e+38
     49       1       6    1024    2.978089e+13    2.530833e+12    1.999969e+01   -4.794825e+50    0.000000e+00   -3.593000e-10    1.009000e+00    1.236000e+02    1.047000e+08    1.823000e+00    5.129000e+04    6.430000e+04    0.000000e+00   -4.450000e+01    2.221000e-01    1.553000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.077007e-321    1.972000e+38    2.461000e+36    1.964000e+38
     50       1       6    1024    3.231172e+13    2.799987e+12    1.999966e+01   -4.764206e+50    0.000000e+00   -3.660000e-10    1.009000e+00    1.225000e+02    1.043000e+08    1.837000e+00    5.148000e+04    6.411000e+04    0.000000e+00   -4.449000e+01    2.229000e-01    1.553000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.022660e-321    1.986000e+38    2.678000e+36    1.971000e+38
     51       1       6    1024    3.511171e+13    3.639983e+12    1.999963e+01   -4.756670e+50    0.000000e+00   -3.713000e-10    1.009000e+00    1.229000e+02    1.044000e+08    1.844000e+00    5.180000e+04    6.410000e+04    0.000000e+00   -4.449000e+01    2.236000e-01    1.553000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.042423e-321    1.988000e+38    2.588000e+36    1.983000e+38
     52       1       6    1024    3.875169e+13    2.387740e+12    1.999959e+01   -4.703896e+50    0.000000e+00   -3.821000e-10    1.009000e+00    1.213000e+02    1.037000e+08    1.868000e+00    5.205000e+04    6.376000e+04    0.000000e+00   -4.448000e+01    2.248000e-01    1.552000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.968313e-321    2.013000e+38    3.061000e+36    1.992000e+38
     53       1       6    1024    4.113943e+13    1.951093e+12    1.999956e+01   -4.749585e+50    0.000000e+00   -3.825000e-10    1.009000e+00    1.233000e+02    1.049000e+08    1.855000e+00    5.257000e+04    6.414000e+04    0.000000e+00   -4.447000e+01    2.254000e-01    1.552000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.096770e-321    1.995000e+38    2.361000e+36    2.012000e+38
     54       1       6    1024    4.309053e+13    1.760420e+12    1.999953e+01   -4.704966e+50    0.000000e+00   -3.891000e-10    1.009000e+00    1.205000e+02    1.042000e+08    1.873000e+00    5.258000e+04    6.384000e+04    0.000000e+00   -4.446000e+01    2.259000e-01    1.552000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.933728e-321    2.042000e+38    3.144000e+36    2.013000e+38
     55       1       6    1024    4.485095e+13    2.288546e+12    1.999951e+01   -4.722578e+50    0.000000e+00   -3.915000e-10    1.009000e+00    1.218000e+02    1.047000e+08    1.870000e+00    5.294000e+04    6.400000e+04    0.000000e+00   -4.445000e+01    2.265000e-01    1.551000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   6.017720e-321    2.020000e+38    2.642000e+36    2.027000e+38
     56       1       6    1024    4.713949e+13    1.824214e+12    1.999948e+01   -4.674280e+50    0.000000e+00   -3.995000e-10    1.009000e+00    1.197000e+02    1.040000e+08    1.890000e+00    5.300000e+04    6.367000e+04    0.000000e+00   -4.444000e+01    2.271000e-01    1.551000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.894203e-321    2.057000e+38    3.296000e+36    2.029000e+38
     57       1       6    1024    4.896371e+13    2.371478e+12    1.999946e+01   -4.699634e+50    0.000000e+00   -4.014000e-10    1.009000e+00    1.213000e+02    1.047000e+08    1.884000e+00    5.340000e+04    6.389000e+04    0.000000e+00   -4.444000e+01    2.277000e-01    1.551000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.983135e-321    2.034000e+38    2.692000e+36    2.044000e+38
     58       1       6    1024    5.133518e+13    1.696896e+12    1.999943e+01   -4.645469e+50    0.000000e+00   -4.103000e-10    1.009000e+00    1.188000e+02    1.038000e+08    1.907000e+00    5.344000e+04    6.352000e+04    0.000000e+00   -4.443000e+01    2.284000e-01    1.550000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.825034e-321    2.077000e+38    3.485000e+36    2.046000e+38
     59       1       6    1024    5.303208e+13    1.865477e+12    1.999941e+01   -4.678367e+50    0.000000e+00   -4.115000e-10    1.009000e+00    1.207000e+02    1.047000e+08    1.898000e+00    5.389000e+04    6.380000e+04    0.000000e+00   -4.442000e+01    2.290000e-01    1.550000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.933728e-321    2.048000e+38    2.732000e+36    2.063000e+38
     60       1       6    1024    5.489756e+13    1.823307e+12    1.999938e+01   -4.637625e+50    0.000000e+00   -4.180000e-10    1.009000e+00    1.186000e+02    1.041000e+08    1.915000e+00    5.389000e+04    6.352000e+04    0.000000e+00   -4.441000e+01    2.294000e-01    1.550000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.820093e-321    2.093000e+38    3.474000e+36    2.063000e+38
     61       1       6    1024    5.672086e+13    2.370299e+12    1.999936e+01   -4.646714e+50    0.000000e+00   -4.215000e-10    1.009000e+00    1.196000e+02    1.045000e+08    1.915000e+00    5.423000e+04    6.362000e+04    0.000000e+00   -4.440000e+01    2.301000e-01    1.550000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.869500e-321    2.077000e+38    3.035000e+36    2.076000e+38
     62       1       6    1024    5.909116e+13    2.060102e+12    1.999933e+01   -4.605411e+50    0.000000e+00   -4.299000e-10    1.009000e+00    1.180000e+02    1.039000e+08    1.934000e+00    5.435000e+04    6.334000e+04    0.000000e+00   -4.440000e+01    2.308000e-01    1.549000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   5.790449e-321    2.107000e+38    3.590000e+36    2.080000e+38
